Magina Health Centre,Level 3,Basic Health Centre,Homa Bay,Ndhiwa,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ekerenyo Sub-District Hospital,Level 4,Primary care hospitals,Nyamira,Nyamira North,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kianyaga Catholic Health Centre,Level 3,Basic Health Centre,Kirinyaga,Kirinyaga East,Operational,HIV Counselling & Testing
Wagwe Health Centre,Level 3,Basic Health Centre,Homa Bay,Karachuonyo,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Masaba Sub-County  Hospital,Level 4,Primary care hospitals,Nyamira,Masaba North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Lanet Health Centre,Level 3,Basic Health Centre,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Karaba Dispensary (Laikipia West),Level 2,Dispensary,Laikipia,Laikipia West,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Elburgon Sub County Hospital,Level 4,Primary care hospitals,Nakuru,Molo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Osogo Dispensary ,Level 2,Dispensary,Migori,Uriri,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Got Matar Health Centre,Level 3,Comprehensive Health Centre,Siaya,Bondo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Thim Lich Dispensary,Level 2,Dispensary,Migori,Nyatike,Operational,"HIV risk reduction services for prioity populations and geographies, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mugango Dispensary,Level 2,Dispensary,Bomet,Bomet Central,Operational,HIV Counselling & Testing
Kapweria Dispensary,Level 2,Dispensary,Narok,Transmara East,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chamakanga Mission,Level 2,Dispensary,Vihiga,Sabatia,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Garbatulla Sub County Hospital,Level 4,Primary care hospitals,Isiolo,Garbatulla,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mecheo Dispensary ,Level 2,Dispensary,Nyamira,Borabu,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sondu Sub County Hospital,Level 4,Primary care hospitals,Kisumu,Nyakach,Operational,"Post-Exposure Prophylaxis (PEP), HIV Counselling & Testing, HEI - HIV exposed infants, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention"
Nyaru Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Keiyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Jinnah Ave Clinic,Level 2,Dispensary,Nairobi,Langata,Operational,"Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Faith Medical Clinic (Nyeri North),Level 2,Medical Clinic,Nyeri,Kieni West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Nyalgosi Health Centre,Level 3,Basic Health Centre,Homa Bay,Rachuonyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Tulia Health Centre,Level 3,Basic Health Centre,Kitui,Kitui West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kamagambo SDA Dispensary,Level 2,Dispensary,Migori,Rongo,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
NYS Dispensary (Keiyo),Level 2,Dispensary,Elgeyo Marakwet,Keiyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Amoyo Health Center,Level 3,Basic Health Centre,Homa Bay,Ndhiwa,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Faith Health Care,Level 2,Medical Clinic,Nakuru,Subukia,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Mt Sinai Nursing Home,Level 3,Nursing and Maternity Home,Kiambu,Thika Town,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
St Lukes Cottage Hospital,Level 4,Primary care hospitals,Meru,Imenti Central,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Presbyterian TTC Rubate Health Centre,Level 3,Basic Health Centre,Tharaka Nithi,Chuka,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mutembuku Dispensary,Level 2,Dispensary,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Migwani Sub County Hospital,Level 4,Primary care hospitals,Kitui,Mwingi West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Makhonge Health Centre,Level 3,Basic Health Centre,Bungoma,Kimilili,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chesirimion Dispensary,Level 2,Dispensary,Baringo,Tiaty East,Operational,Condom Distribution & STI Prevention
Napusimoru Dispensary,Level 2,Dispensary,Turkana,Turkana South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Lurare Dispensary,Level 2,Dispensary,Bungoma,Webuye East,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Roadblock Clinic,Level 2,Medical Clinic,Homa Bay,Ndhiwa,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mpalla Dispensary,Level 2,Medical Clinic,Laikipia,Laikipia North,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyanchwa Adventist Hospital,Level 4,Primary care hospitals,Kisii,Nyaribari Chache,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Langalanga Sub County Hospital,Level 4,HOSPITALS,Nakuru,Nakuru East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kaptisi Dispensary,Level 2,Dispensary,Vihiga,Hamisi,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Bulondo Dispensary,Level 2,Dispensary,Bungoma,Kanduyi,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyamasi Health Centre,Level 3,Basic Health Centre,Homa Bay,Homa Bay Town,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kapkata Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Marakwet West,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Kawiria Maternity and Nursing Home,Level 3,Basic Health Centre,Meru,Igembe South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Huruma Dispensary,Level 2,Dispensary,Nakuru,Njoro,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, Post-Exposure Prophylaxis (PEP), HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Naroosura Health Centre,Level 3,Basic Health Centre,Narok,Narok South,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ongo Sub County Hospital,Level 3,Primary care hospitals,Migori,Rongo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kiseuni Dispensary ,Level 2,Dispensary,Machakos,Masinga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ithare Medical Clinic,Level 2,Medical Clinic,Kirinyaga,Kirinyaga East,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyalenda Nursing Home,Level 3,Comprehensive Health Centre,Homa Bay,Rachuonyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Mundoli Health Centre,Level 3,Basic Health Centre,Kakamega,Khwisero,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Chepsiro Dispensary,Level 2,Dispensary,Trans Nzoia,Cherangany,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kanzau Dispensary ,Level 2,Dispensary,Kitui,Kitui Rural,Closed,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Shamberere Health Centre,Level 3,HEALTH CENTRE,Kakamega,Malava,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kegonga Sub county Hospital,Level 4,Primary care hospitals,Migori,Kuria East,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyansira Health Centre,Level 2,Dispensary,Kisii,Nyaribari Chache,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Liberty Maternity and Nursing Home,Level 3,Comprehensive Health Centre,Embu,Manyatta,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing"
Olasiti (AIC) Dispensary,Level 2,Dispensary,Narok,Narok East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Mulwanda Health Centre,Level 3,Basic Health Centre,Kakamega,Khwisero,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ranen (SDA) Dispensary,Level 2,Dispensary,Migori,Awendo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Tonga Health Centre,Level 3,Basic Health Centre,Homa Bay,Suba South,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Esiarambatsi Health Centre,Level 3,Basic Health Centre,Vihiga,Emuhaya,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Dadaab Sub-County Hospital,Level 4,Primary care hospitals,Garissa,Dadaab,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Givudimbuli Health Centre,Level 3,Basic Health Centre,Vihiga,Sabatia,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Swindon St Elizabeth Clinic,Level 2,Medical Clinic,Homa Bay,Rachuonyo South,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Winjo Dispensary ,Level 2,Dispensary,Migori,Nyatike,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
EDARP Huruma Clinic,Level 2,Medical Clinic,Nairobi,Mathare,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyasike Dispensary,Level 2,Dispensary,Kisii,Nyaribari Masaba,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Wema Catholic Dispensary,Level 3,Basic Health Centre,Tana River,Garsen,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Bar Olengo Dispensary ,Level 2,Dispensary,Siaya,Alego Usonga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Kamumu Dispensary,Level 2,Dispensary,Embu,Mbeere North,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sosiana Dispensary,Level 2,Dispensary,Narok,Transmara East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Mwangatini Dispensary,Level 2,Dispensary,Kilifi,Magarini,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Olkoroi Dispensary,Level 2,Dispensary,Narok,Narok West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Dagoretti Sub-County Hospital Mutuini,Level 4,Primary care hospitals,Nairobi,Dagoretti South,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kikoko Mission Hospital,Level 4,Primary care hospitals,Makueni,Kaiti,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Emining Health Centre,Level 3,Basic Health Centre,Baringo,Mogotio,Operational,"HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyagoro Health Centre,Level 3,Comprehensive Health Centre,Homa Bay,Rangwe,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Gachuriri Dispensary,Level 2,Dispensary,Embu,Mbeere South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Nyasore Dispensary ,Level 2,Dispensary,Kisii,Kitutu Chache North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Wath Onger Health Center,Level 2,Basic Health Centre,Migori,Nyatike,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Bungwet Dispensary,Level 2,Dispensary,Elgeyo Marakwet,Marakwet West,Operational,HIV Counselling & Testing
Nyamathi Dispensary,Level 2,Dispensary,Nakuru,Naivasha,Operational,"HIV Counselling & Testing, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Muono Dispensary,Level 2,Dispensary,Kitui,Mwingi Central,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Karen Health Centre,Level 3,Basic Health Centre,Nairobi,Langata,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Old Mawingu Health Centre,Level 3,Basic Health Centre,Nyandarua,Kipipiri,Operational,"HIV risk reduction services for prioity populations and geographies, HEI - HIV exposed infants, Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Suna Nursing and Maternity Home,Level 3,Basic Health Centre,Migori,Suna West,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV, Post-Exposure Prophylaxis (PEP), HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing"
Ikaatini Dispensary,Level 2,Dispensary,Machakos,Masinga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kathangacini Health Centre,Level 3,Comprehensive Health Centre,Tharaka Nithi,Tharaka North,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Ukweli Medical Clinic,Level 2,Medical Clinic,Nyandarua,Oljoroorok,Operational,"HEI - HIV exposed infants, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ogada Health Centre,Level 3,Basic Health Centre,Migori,Suna West,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV, Post-Exposure Prophylaxis (PEP)"
Githunguri Health Centre (Ruiru),Level 3,Basic Health Centre,Kiambu,Ruiru,Operational,"Post-Exposure Prophylaxis (PEP), HIV Counselling & Testing, HEI - HIV exposed infants, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Katakani Dispensary,Level 2,Dispensary,Kitui,Mwingi North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Samaritan Medical Services (Dandora),Level 3,Basic Health Centre,Nairobi,Embakasi North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Riachina Dispensary,Level 2,Dispensary,Embu,Mbeere South,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Munoywa Dispensary,Level 2,Dispensary,Vihiga,Sabatia,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Nguungani Dispensary,Level 2,Dispensary,Kitui,Mwingi North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Diana Medical Clinic- Kieni East,Level 2,Medical Clinic,Nyeri,Kieni East,Operational,Condom Distribution & STI Prevention
Kaigat (SDA) Health Centre,Level 3,Basic Health Centre,Nandi,Mosop,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Doctors Centre,Level 2,Medical Clinic,Kitui,Kitui Central,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Ngai Health Center,Level 3,Comprehensive Health Centre,Makueni,Mbooni,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Prison Dispensary,Level 2,Dispensary,Nakuru,Nakuru West,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kaanwa Dispensary,Level 2,Dispensary,Tharaka Nithi,Igambangombe,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV Counselling & Testing, HEI - HIV exposed infants, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, HIV preventive Package, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kondamet Dispensary,Level 2,Dispensary,Narok,Transmara South,Operational,Condom Distribution & STI Prevention
Koriema Dispensary,Level 2,Dispensary,Baringo,Marigat,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention"
Gategi Health Centre,Level 3,Basic Health Centre,Embu,Mwea,Operational,"Nutrition assessment ,counselling and support ( The NACS process) for PLHIVs, HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, HEI - HIV exposed infants, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV, Post-Exposure Prophylaxis (PEP)"
Kevote Catholic Dispensary,Level 2,Dispensary,Embu,Manyatta,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI)"
Isoge Health Centre,Level 3,Basic Health Centre,Nyamira,Borabu,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Keritor Dispensary ,Level 2,Dispensary,Nyamira,Borabu,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kuja Dispensary,Level 2,Dispensary,Migori,Awendo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
NYS Dispensary (Kilindini),Level 2,Dispensary,Mombasa,Likoni,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Sabasaba Health Centre,Level 3,Basic Health Centre,Muranga,Kigumo,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Esani Sub-County  Hospital,Level 4,Primary care hospitals,Nyamira,Masaba North,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Kadenge Ratuoro Health Centre,Level 3,Basic Health Centre,Siaya,Alego Usonga,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention"
Namuduru Dispensary,Level 2,Dispensary,Busia,Samia,Operational,"HIV risk reduction services for prioity populations and geographies, HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
Iriga Dispensary,Level 2,Dispensary,Tharaka Nithi,Muthambi,Operational,"HIV Counselling & Testing, Infection Prevention and control to mitigate HIV infection in the work place, Management of Sexually Transmitted Illness (STI), Condom Distribution & STI Prevention"
Siabai Makonge Dispensary ,Level 2,Dispensary,Migori,Kuria East,Operational,"HIV Counselling & Testing, Condom Distribution & STI Prevention, EMTCT-Elimination of Mother to Child  Transmission of HIV"
